user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_02592,346.0,15.8,6,0.256,21,0.159,0.1,0.403,0.338,Mobile,Standard,0.509,0.174
USR_00784,1919.5,37.3,26,0.848,51,0.745,0.015,0.119,0.121,SmartTV,Free,0.617,0.913
USR_03494,678.9,23.4,7,0.286,28,0.262,0.128,0.319,0.291,SmartTV,Standard,0.537,0.248
USR_02950,104.6,20.1,3,0.432,5,0.246,0.129,0.332,0.293,Mobile,Free,0.353,0.367
USR_00230,3003.2,64.7,17,0.929,46,0.918,0.015,0.054,0.013,Console,Basic,0.501,0.872
USR_00858,2249.2,34.1,19,0.869,66,0.77,0.001,0.158,0.071,SmartTV,Premium,0.412,0.853
USR_02267,212.7,24.3,6,0.366,8,0.383,0.02,0.597,0.0,Mobile,Free,0.337,0.418
USR_04275,1621.3,23.6,16,0.698,65,0.277,0.293,0.331,0.099,Mobile,Premium,0.379,0.499
USR_00409,2209.4,38.6,18,0.922,57,0.662,0.0,0.068,0.27,SmartTV,Standard,0.479,0.834
USR_00171,2124.7,54.6,20,0.838,38,0.653,0.057,0.025,0.265,SmartTV,Free,0.481,0.857
USR_00541,2838.2,58.6,18,0.994,48,0.788,0.019,0.143,0.05,Console,Premium,0.452,0.882
USR_02211,804.7,53.9,5,0.608,14,0.049,0.699,0.246,0.006,SmartTV,Standard,0.542,0.575
USR_02305,344.8,19.7,4,0.455,17,0.201,0.146,0.413,0.24,Mobile,Free,0.373,0.204
USR_02568,80.0,19.1,5,0.528,4,0.239,0.135,0.261,0.365,Mobile,Basic,0.25,0.412
USR_00614,2677.2,52.1,23,0.922,51,0.598,0.025,0.083,0.294,SmartTV,Standard,0.476,1.0
USR_02102,484.9,32.5,7,0.713,14,0.053,0.666,0.117,0.164,SmartTV,Basic,0.822,0.42
USR_01809,1257.0,63.8,6,0.539,19,0.058,0.673,0.167,0.102,Console,Standard,0.669,0.33
USR_03439,325.4,11.3,8,0.256,28,0.167,0.041,0.521,0.271,Mobile,Free,0.526,0.356
USR_01162,2785.2,64.8,26,0.804,42,0.844,0.0,0.096,0.06,Console,Premium,0.509,0.806
USR_04226,1850.1,30.5,23,0.816,60,0.295,0.232,0.245,0.228,SmartTV,Standard,0.349,0.714
USR_03120,461.2,7.7,4,0.463,35,0.173,0.174,0.415,0.238,Mobile,Free,0.288,0.405
USR_03653,1114.0,47.8,15,0.625,23,0.306,0.157,0.145,0.392,SmartTV,Basic,0.517,0.583
USR_01611,1137.8,52.1,7,0.7,21,0.148,0.716,0.087,0.049,SmartTV,Premium,0.518,0.482
USR_01933,1323.2,58.1,6,0.702,22,0.181,0.668,0.078,0.073,Console,Basic,0.567,0.394
USR_03028,464.6,14.6,5,0.509,31,0.194,0.133,0.546,0.127,Tablet,Free,0.311,0.19
USR_00565,2034.4,80.3,22,0.797,25,0.813,0.059,0.128,0.0,Mobile,Premium,0.518,0.877
USR_03572,1786.9,41.4,22,0.779,43,0.234,0.182,0.233,0.351,Console,Standard,0.259,0.622
USR_04248,1945.7,53.6,22,0.638,36,0.165,0.199,0.276,0.36,SmartTV,Premium,0.315,0.459
USR_02389,618.4,16.5,4,0.196,35,0.311,0.119,0.44,0.13,Tablet,Basic,0.384,0.323
USR_01472,372.7,37.0,7,0.665,10,0.08,0.632,0.127,0.161,SmartTV,Standard,0.504,0.457
USR_02631,571.2,20.1,5,0.238,28,0.279,0.133,0.439,0.149,Tablet,Basic,0.214,0.399
USR_01836,1001.9,49.8,8,0.748,20,0.037,0.831,0.132,0.0,SmartTV,Standard,0.571,0.418
USR_04929,2479.4,86.4,13,0.992,28,0.144,0.133,0.183,0.54,SmartTV,Premium,0.465,0.897
USR_03476,301.2,13.5,3,0.312,22,0.311,0.132,0.556,0.001,Mobile,Basic,0.433,0.294
USR_01534,1133.9,29.0,7,0.881,39,0.037,0.699,0.108,0.156,Console,Free,0.625,0.441
USR_04328,1529.1,32.2,19,0.73,47,0.318,0.256,0.234,0.192,Mobile,Premium,0.433,0.596
USR_02485,232.7,16.6,6,0.359,14,0.281,0.107,0.291,0.321,Mobile,Basic,0.416,0.168
USR_04208,724.9,44.3,13,0.698,16,0.266,0.324,0.256,0.154,Mobile,Standard,0.465,0.711
USR_01173,2733.2,63.0,23,0.868,43,0.828,0.022,0.058,0.092,Console,Premium,0.425,0.864
USR_01428,1210.4,44.9,7,0.684,26,0.091,0.5,0.147,0.262,SmartTV,Standard,0.457,0.508
USR_00326,2800.1,39.5,23,0.889,70,0.725,0.066,0.179,0.03,SmartTV,Standard,0.476,0.759
USR_01052,2473.5,39.3,22,0.914,62,0.762,0.075,0.05,0.113,SmartTV,Standard,0.343,0.869
USR_03320,307.2,8.9,5,0.454,34,0.221,0.171,0.355,0.253,Mobile,Free,0.229,0.402
USR_04722,2821.6,64.1,18,0.945,44,0.23,0.008,0.104,0.658,Web,Basic,0.572,0.908
USR_03865,1679.1,55.4,19,0.72,30,0.259,0.283,0.189,0.269,SmartTV,Free,0.47,0.913
USR_02604,510.9,7.1,6,0.451,35,0.244,0.115,0.642,-0.001,SmartTV,Free,0.371,0.449
USR_01739,749.2,73.6,13,0.641,10,0.085,0.701,0.206,0.008,Mobile,Standard,0.811,0.207
USR_01197,2345.2,51.0,22,0.794,46,0.865,0.051,0.084,0.0,Web,Premium,0.343,0.852
USR_00621,2578.8,46.0,20,0.796,56,0.763,0.104,0.133,0.0,Web,Standard,0.532,0.826
USR_01375,1187.3,41.5,11,0.783,28,0.105,0.735,0.159,0.001,SmartTV,Basic,0.799,0.567
USR_02880,619.6,13.4,7,0.512,35,0.134,0.069,0.638,0.159,Mobile,Free,0.239,0.291
USR_01190,2475.5,61.1,15,0.911,40,0.834,0.043,0.025,0.098,SmartTV,Standard,0.421,0.849
USR_00329,2195.5,52.4,21,0.875,41,0.785,0.018,0.064,0.133,SmartTV,Free,0.317,0.928
USR_00649,2410.1,75.3,22,0.862,31,0.724,0.096,0.059,0.121,Console,Standard,0.568,1.0
USR_00898,2171.5,58.3,28,0.887,37,0.844,0.08,0.076,0.0,Tablet,Standard,0.307,0.872
USR_03883,1847.9,60.0,22,0.759,30,0.281,0.19,0.27,0.259,Mobile,Basic,0.381,0.673
USR_01124,2596.8,52.2,26,0.856,49,0.783,0.077,0.049,0.091,SmartTV,Standard,0.47,0.981
USR_01892,709.6,32.1,2,0.872,22,0.108,0.708,0.1,0.084,Tablet,Premium,0.392,0.333
USR_04644,3351.4,85.1,15,0.933,39,0.113,0.141,0.133,0.613,SmartTV,Premium,0.531,0.915
USR_04792,2451.6,90.4,16,0.924,27,0.277,0.164,0.168,0.391,SmartTV,Premium,0.638,0.815
USR_04530,3911.2,45.0,8,0.993,60,0.232,0.12,0.135,0.513,SmartTV,Standard,0.403,0.907
USR_04235,1892.0,54.7,15,0.617,34,0.21,0.215,0.189,0.386,Web,Basic,0.385,0.571
USR_01594,1332.2,21.1,9,0.538,40,0.035,0.572,0.118,0.275,Mobile,Basic,0.831,0.452
USR_03313,450.5,9.2,8,0.369,35,0.289,0.119,0.553,0.039,SmartTV,Basic,0.266,0.248
USR_02548,217.6,11.3,5,0.75,19,0.199,0.113,0.588,0.1,Mobile,Basic,0.467,0.325
USR_01546,1265.4,34.7,11,0.782,36,0.018,0.724,0.149,0.109,SmartTV,Premium,0.645,0.513
USR_04337,1189.5,45.2,16,0.75,26,0.309,0.163,0.166,0.362,Tablet,Standard,0.316,0.756
USR_01024,2950.3,58.5,22,0.936,50,0.721,0.037,0.099,0.143,Tablet,Basic,0.369,0.891
USR_01972,1482.1,20.0,7,0.789,40,0.075,0.757,0.167,0.001,SmartTV,Free,0.85,0.559
USR_04989,3132.6,80.1,15,0.952,39,0.309,0.043,0.225,0.423,SmartTV,Basic,0.389,0.824
USR_01715,1057.2,45.1,9,0.668,23,0.079,0.73,0.192,-0.001,Tablet,Standard,0.612,0.362
USR_01718,1072.3,72.1,2,0.756,14,0.072,0.635,0.188,0.105,SmartTV,Standard,0.851,0.513
USR_01478,1309.9,51.4,10,0.683,25,0.029,0.648,0.14,0.183,Tablet,Basic,0.803,0.471
USR_00810,3266.8,56.0,26,0.854,58,0.752,0.007,0.063,0.178,Mobile,Premium,0.462,0.851
USR_02851,388.7,11.2,2,0.229,34,0.281,0.192,0.282,0.245,Mobile,Free,0.571,0.298
USR_00979,2051.3,48.6,29,0.871,42,0.798,0.057,0.059,0.086,SmartTV,Basic,0.55,0.808
USR_04688,3526.4,82.4,20,0.989,42,0.312,0.059,0.223,0.406,Tablet,Premium,0.67,0.894
USR_04896,4508.4,70.5,22,0.939,60,0.189,0.139,0.142,0.53,SmartTV,Basic,0.55,1.0
USR_01685,1177.2,37.9,8,0.687,31,0.013,0.742,0.245,0.0,Tablet,Basic,0.683,0.229
USR_04661,2474.2,89.9,20,0.992,27,0.187,0.03,0.194,0.589,SmartTV,Basic,0.62,0.866
USR_01515,1113.7,55.9,10,0.684,19,0.034,0.674,0.161,0.131,Mobile,Free,0.862,0.362
USR_02405,420.0,21.8,8,0.324,19,0.303,0.088,0.502,0.107,Tablet,Basic,0.298,0.13
USR_02022,922.7,43.7,8,0.903,21,0.015,0.726,0.031,0.228,SmartTV,Premium,0.637,0.457
USR_04554,2022.1,104.1,10,0.942,19,0.243,0.099,0.288,0.37,Mobile,Standard,0.413,0.905
USR_01768,1163.1,42.0,9,0.668,27,0.091,0.736,0.139,0.034,Mobile,Premium,0.95,0.34
USR_00175,2305.0,43.2,21,0.885,53,0.76,0.034,0.108,0.098,Mobile,Free,0.455,0.763
USR_01555,1288.5,46.7,13,0.486,27,0.101,0.64,0.026,0.233,Web,Free,0.66,0.245
USR_04216,1939.8,26.1,17,0.765,65,0.307,0.3,0.291,0.102,SmartTV,Premium,0.237,0.502
USR_01483,598.9,39.8,8,0.599,15,0.123,0.654,0.153,0.07,SmartTV,Standard,0.692,0.51
USR_04462,2785.0,75.1,14,0.95,37,0.113,0.021,0.123,0.743,Tablet,Premium,0.612,0.795
USR_00218,1911.4,63.2,17,0.92,30,0.822,0.0,0.066,0.112,Web,Basic,0.516,0.772
USR_03915,1879.7,47.9,19,0.825,39,0.327,0.256,0.317,0.1,SmartTV,Free,0.403,0.657
USR_03721,2239.7,32.8,20,0.698,65,0.361,0.247,0.172,0.22,SmartTV,Basic,0.388,0.416
USR_00691,2102.5,48.8,20,0.9,43,0.821,0.0,0.151,0.028,SmartTV,Standard,0.535,0.766
USR_02578,518.3,19.9,8,0.437,26,0.094,0.057,0.596,0.253,Mobile,Basic,0.308,0.318
USR_02234,1226.7,68.6,7,0.703,17,0.065,0.639,0.083,0.213,SmartTV,Standard,0.764,0.445
USR_02239,1226.3,40.6,10,0.802,30,0.108,0.595,0.142,0.155,SmartTV,Premium,0.66,0.36
USR_01107,1472.3,45.4,22,0.858,32,0.681,0.022,0.05,0.247,Tablet,Premium,0.397,1.0
USR_01790,1033.6,59.5,11,0.621,17,0.023,0.789,0.053,0.135,SmartTV,Standard,0.549,0.292
USR_03189,449.1,27.1,2,0.529,16,0.17,0.069,0.633,0.128,Mobile,Free,0.244,0.357
USR_02437,498.3,20.6,3,0.475,24,0.243,0.109,0.615,0.033,Web,Free,0.281,0.341
USR_00612,1948.1,46.6,22,0.857,41,0.666,0.053,0.13,0.151,SmartTV,Basic,0.323,0.915
USR_03661,1466.8,56.3,16,0.718,26,0.278,0.208,0.314,0.2,Mobile,Standard,0.306,0.559
USR_03712,1759.4,26.2,16,0.752,65,0.278,0.286,0.202,0.234,SmartTV,Standard,0.325,0.523
USR_00577,2518.9,54.5,24,0.886,46,0.765,0.025,0.104,0.106,SmartTV,Premium,0.479,0.759
USR_02064,1122.1,34.7,7,0.755,32,0.017,0.659,0.104,0.22,Tablet,Standard,0.774,0.483
USR_04436,2268.7,90.4,19,1.0,25,0.167,0.005,0.215,0.613,Mobile,Standard,0.649,0.856
USR_01181,2209.0,49.0,25,0.862,45,0.619,0.058,0.023,0.3,SmartTV,Premium,0.595,0.773
USR_00889,2399.0,42.2,16,0.82,56,0.715,0.075,0.06,0.15,Web,Standard,0.56,0.932
USR_03129,347.3,8.9,10,0.35,35,0.15,0.093,0.622,0.135,SmartTV,Standard,0.364,0.181
USR_01733,492.1,35.4,7,0.658,13,0.053,0.712,0.064,0.171,Tablet,Standard,0.716,0.141
USR_02664,486.5,9.0,7,0.512,35,0.186,0.123,0.312,0.379,Mobile,Basic,0.467,0.406
USR_00818,2832.4,39.1,20,0.971,72,0.883,0.016,0.042,0.059,SmartTV,Premium,0.522,0.759
USR_03278,542.4,33.7,9,0.33,16,0.43,0.155,0.415,0.0,Tablet,Free,0.582,0.17
USR_01860,1446.9,57.1,10,0.708,25,0.098,0.56,0.136,0.206,SmartTV,Free,0.592,0.454
USR_00209,1404.7,73.4,16,0.864,19,0.741,0.084,0.02,0.155,SmartTV,Premium,0.457,1.0
USR_00294,2660.9,74.8,26,0.836,35,0.813,0.008,0.129,0.05,SmartTV,Basic,0.456,0.7
USR_01120,2791.3,51.6,28,0.919,54,0.796,0.09,0.114,0.0,SmartTV,Standard,0.43,0.903
USR_02214,1139.8,55.3,8,0.596,20,0.056,0.801,0.05,0.093,SmartTV,Standard,0.791,0.386
USR_01610,987.7,51.6,4,0.839,19,0.144,0.594,0.16,0.102,Mobile,Standard,0.62,0.437
USR_01265,706.9,54.5,10,0.783,12,0.118,0.707,0.109,0.066,SmartTV,Free,0.605,0.239
USR_00991,1955.0,49.1,19,1.0,39,0.741,0.127,0.037,0.095,SmartTV,Standard,0.341,0.795
USR_04198,1583.2,50.0,14,0.941,31,0.248,0.259,0.349,0.144,Web,Basic,0.48,0.681
USR_01617,933.2,36.3,10,0.742,25,0.055,0.628,0.062,0.255,SmartTV,Standard,0.779,0.434
USR_00354,2027.3,64.5,21,0.853,31,0.766,0.045,0.033,0.156,SmartTV,Basic,0.363,0.892
USR_04558,2878.5,86.7,18,0.971,33,0.313,0.073,0.093,0.521,Web,Free,0.554,0.876
USR_02023,1078.1,56.2,8,0.744,19,0.084,0.63,0.03,0.256,SmartTV,Basic,0.625,0.404
USR_03691,1623.1,34.2,18,0.752,47,0.42,0.189,0.208,0.183,Mobile,Basic,0.425,0.531
USR_02556,530.6,18.7,4,0.326,28,0.313,0.167,0.518,0.002,Mobile,Basic,0.367,0.299
USR_03049,365.6,20.4,6,0.546,17,0.251,0.063,0.467,0.219,Mobile,Free,0.352,0.501
USR_01229,2615.6,44.8,23,0.894,58,0.763,0.093,0.089,0.055,SmartTV,Premium,0.439,0.942
USR_00260,2181.6,61.8,18,0.999,35,0.732,0.047,0.117,0.104,Web,Premium,0.544,0.918
USR_01520,620.9,66.0,7,0.51,9,0.056,0.758,0.108,0.078,SmartTV,Standard,0.682,0.509
USR_01778,1100.3,52.2,9,0.756,21,0.136,0.648,0.133,0.083,SmartTV,Standard,0.619,0.414
USR_04740,3291.0,66.4,13,0.991,49,0.33,0.003,0.148,0.519,Mobile,Premium,0.62,0.915
USR_01771,1254.7,43.1,3,0.688,29,0.029,0.648,0.122,0.201,Tablet,Basic,0.646,0.437
USR_04354,2098.0,42.8,16,0.742,48,0.289,0.175,0.242,0.294,Tablet,Premium,0.391,0.529
USR_00053,2852.8,48.1,25,0.812,59,0.828,0.118,0.0,0.054,Web,Premium,0.356,0.896
USR_03474,334.6,17.2,5,0.448,19,0.294,0.136,0.506,0.064,Tablet,Basic,0.433,0.426
USR_04684,3078.5,96.9,9,1.0,31,0.154,0.035,0.153,0.658,Tablet,Premium,0.485,0.941
USR_04412,2806.2,82.1,11,0.958,34,0.215,0.075,0.204,0.506,Tablet,Standard,0.508,0.881
USR_02410,444.4,8.5,2,0.344,35,0.241,0.084,0.456,0.219,Mobile,Basic,0.328,0.264
USR_02788,525.9,19.1,9,0.385,27,0.04,0.131,0.54,0.289,Mobile,Free,0.387,0.466
USR_02345,570.4,13.6,6,0.418,35,0.194,0.088,0.65,0.068,Tablet,Free,0.356,0.302
USR_01034,1632.7,48.5,19,0.876,33,0.811,0.003,0.128,0.058,SmartTV,Standard,0.356,0.849
USR_01098,2607.6,61.7,26,0.844,42,0.695,0.048,0.052,0.205,Console,Free,0.465,0.757
USR_00544,2314.3,62.0,27,0.842,37,0.789,0.074,0.05,0.087,Mobile,Standard,0.422,0.733
USR_01047,2398.1,65.3,27,0.845,36,0.705,0.136,0.159,0.0,Web,Premium,0.286,0.881
USR_01895,1459.1,42.2,11,0.628,34,0.11,0.716,0.174,0.0,SmartTV,Standard,0.719,0.585
USR_04377,2536.2,49.4,19,0.792,51,0.23,0.138,0.191,0.441,Console,Standard,0.498,0.538
USR_00031,2987.5,55.3,24,0.861,54,0.809,0.055,0.105,0.031,SmartTV,Standard,0.468,0.785
USR_00726,2022.2,46.9,24,0.934,43,0.838,0.019,0.076,0.067,SmartTV,Standard,0.42,0.847
USR_04962,2925.0,105.0,12,0.891,27,0.309,0.066,0.132,0.493,SmartTV,Basic,0.588,0.941
USR_04719,3685.1,104.6,13,0.987,35,0.226,0.161,0.265,0.348,SmartTV,Premium,0.624,0.972
USR_03904,1814.1,30.6,12,0.841,59,0.311,0.266,0.292,0.131,Tablet,Standard,0.385,0.646
USR_01427,857.9,41.3,4,0.738,20,0.114,0.751,0.135,0.0,SmartTV,Basic,0.603,0.216
USR_02498,150.6,20.1,8,0.385,7,0.167,0.134,0.52,0.179,Mobile,Free,0.47,0.0
USR_00437,2275.1,70.5,23,0.959,32,0.731,0.094,0.175,0.0,SmartTV,Free,0.525,0.763
USR_02471,587.1,24.7,6,0.448,23,0.14,0.039,0.479,0.342,Tablet,Basic,0.34,0.459
USR_00913,2369.3,38.1,21,0.97,62,0.725,0.05,0.015,0.21,SmartTV,Standard,0.45,0.871
USR_04223,1014.4,33.0,21,0.7,30,0.305,0.241,0.294,0.16,SmartTV,Free,0.342,0.344
USR_04353,1943.3,32.9,23,0.709,58,0.311,0.186,0.325,0.178,SmartTV,Standard,0.427,0.902
USR_04513,2838.7,78.9,12,0.923,35,0.081,0.062,0.097,0.76,SmartTV,Standard,0.56,0.895
USR_04444,4037.5,72.6,13,0.954,55,0.247,0.067,0.212,0.474,Web,Standard,0.54,0.89
USR_02288,565.7,16.5,7,0.496,34,0.176,0.03,0.633,0.161,Tablet,Free,0.216,0.341
USR_04598,3600.4,93.3,13,0.975,38,0.216,0.064,0.21,0.51,SmartTV,Free,0.468,0.912
USR_01239,2714.3,60.5,22,0.842,44,0.741,0.122,0.137,0.0,SmartTV,Standard,0.463,0.932
USR_00904,2189.5,39.5,20,0.9,55,0.728,0.091,0.072,0.109,Web,Premium,0.533,0.84
USR_03621,1267.9,37.5,18,0.737,33,0.319,0.259,0.292,0.13,Mobile,Standard,0.279,0.934
USR_03232,334.6,22.7,7,0.413,14,0.142,0.117,0.391,0.35,Mobile,Basic,0.347,0.416
USR_02860,80.0,26.2,4,0.482,3,0.294,0.03,0.505,0.171,Mobile,Standard,0.298,0.442
USR_00508,1409.4,62.4,23,0.89,22,0.828,0.036,0.136,0.0,Mobile,Standard,0.289,0.778
USR_03222,278.1,19.6,9,0.31,14,0.221,0.09,0.49,0.199,Tablet,Basic,0.609,0.369
USR_00184,2625.4,45.5,19,0.87,57,0.738,0.0,0.137,0.125,SmartTV,Premium,0.334,0.869
USR_01565,930.3,49.1,8,0.754,18,0.069,0.776,0.131,0.024,Console,Standard,0.862,0.43
USR_02705,501.7,20.6,4,0.218,24,0.109,0.263,0.555,0.073,Mobile,Premium,0.321,0.489
USR_00322,2366.0,61.1,27,1.0,38,0.744,0.08,0.128,0.048,SmartTV,Premium,0.436,0.842
USR_03564,1867.6,40.6,13,0.838,45,0.232,0.259,0.206,0.303,Tablet,Standard,0.463,0.457
USR_01539,915.4,20.0,6,0.774,40,0.158,0.637,0.168,0.037,Web,Standard,0.785,0.421
USR_01838,1170.1,63.4,12,0.589,18,0.0,0.786,0.125,0.089,Web,Free,0.543,0.411
USR_02381,264.1,18.2,8,0.284,14,0.238,0.085,0.597,0.08,Mobile,Standard,0.254,0.416
USR_01913,1174.5,58.4,8,0.764,20,0.115,0.796,0.088,0.001,SmartTV,Standard,0.57,0.373
USR_01841,943.3,50.4,8,0.686,18,0.11,0.73,0.02,0.14,SmartTV,Premium,0.505,0.651
USR_02116,951.4,75.2,8,0.59,12,0.0,0.726,0.124,0.15,Mobile,Standard,0.758,0.403
USR_04438,2698.7,108.9,23,0.972,24,0.235,0.091,0.208,0.466,SmartTV,Standard,0.589,0.884
USR_01147,2396.7,51.3,24,0.894,46,0.84,0.033,0.126,0.001,Console,Free,0.433,0.719
USR_02487,354.6,14.2,7,0.235,25,0.288,0.094,0.618,0.0,Mobile,Free,0.505,0.396
USR_00045,2161.4,45.5,21,0.818,47,0.73,0.012,0.198,0.06,Console,Premium,0.423,0.794
USR_02155,868.9,76.0,7,0.763,11,0.116,0.604,0.029,0.251,SmartTV,Premium,0.762,0.29
USR_01527,797.0,36.6,10,0.547,21,0.114,0.612,0.189,0.085,Mobile,Standard,0.682,0.58
USR_04856,3241.3,71.3,11,0.967,45,0.38,0.019,0.111,0.49,SmartTV,Free,0.573,0.976
USR_01379,823.1,29.2,3,0.825,28,0.032,0.687,0.219,0.062,SmartTV,Basic,0.519,0.599
USR_01766,940.8,20.0,8,0.658,40,0.0,0.552,0.199,0.249,SmartTV,Standard,0.607,0.311
USR_03013,509.9,10.1,8,0.548,35,0.166,0.193,0.347,0.294,Web,Free,0.482,0.516
USR_00414,1647.2,59.9,24,0.894,27,0.751,0.084,0.134,0.031,Web,Standard,0.445,0.784
USR_04285,2030.6,35.8,8,0.746,56,0.189,0.179,0.259,0.373,Tablet,Basic,0.428,0.84
USR_01408,1334.5,52.6,10,0.69,25,0.126,0.759,0.115,0.0,SmartTV,Standard,0.77,0.431
USR_01659,813.9,54.9,6,0.771,14,0.085,0.714,0.201,0.0,SmartTV,Free,0.712,0.605
USR_00802,1427.1,66.9,20,0.916,21,0.906,0.012,0.072,0.01,SmartTV,Basic,0.414,0.973
USR_01289,1404.2,66.9,10,0.768,20,0.108,0.786,0.106,0.0,SmartTV,Basic,0.544,0.428
USR_02183,1205.9,32.3,9,0.671,37,0.052,0.71,0.205,0.033,SmartTV,Standard,0.561,0.371
USR_02589,376.0,5.8,7,0.458,35,0.141,0.119,0.609,0.131,SmartTV,Basic,0.1,0.109
USR_02616,511.4,25.0,7,0.405,20,0.306,0.076,0.442,0.176,Mobile,Free,0.249,0.385
USR_02319,528.0,19.4,6,0.439,27,0.247,0.097,0.656,0.0,Mobile,Free,0.202,0.041
USR_00257,2679.9,70.9,23,0.945,37,0.818,0.086,0.096,0.0,Web,Standard,0.504,0.862
USR_04542,3184.3,93.1,20,0.93,34,0.18,0.093,0.248,0.479,Mobile,Standard,0.53,0.883
USR_01730,775.7,47.0,6,0.603,16,0.104,0.63,0.094,0.172,SmartTV,Premium,0.543,0.36
USR_01152,3121.3,67.9,25,0.861,45,0.682,0.0,0.087,0.231,SmartTV,Premium,0.514,0.76
USR_04145,1811.0,46.0,16,0.629,39,0.28,0.31,0.261,0.149,SmartTV,Standard,0.5,0.799
USR_00648,2145.7,84.3,23,0.886,25,0.796,0.156,0.049,-0.001,SmartTV,Standard,0.33,0.79
USR_02909,618.4,18.3,6,0.412,33,0.204,0.146,0.601,0.049,Web,Free,0.244,0.272
USR_01703,860.0,53.8,11,0.452,15,0.12,0.566,0.214,0.1,SmartTV,Standard,0.616,0.274
USR_01882,1092.3,28.2,9,0.648,38,0.084,0.531,0.126,0.259,SmartTV,Free,0.792,0.589
USR_03769,1708.3,59.6,17,0.815,28,0.371,0.225,0.273,0.131,SmartTV,Basic,0.492,0.606
USR_01316,834.5,46.6,7,0.731,17,0.107,0.83,0.062,0.001,SmartTV,Standard,0.682,0.292
USR_02270,314.4,16.4,9,0.429,19,0.299,0.221,0.479,0.001,Mobile,Free,0.427,0.204
USR_01967,888.5,46.4,11,0.69,19,0.056,0.748,0.196,0.0,Web,Basic,0.71,0.503
USR_02466,299.4,19.1,5,0.565,15,0.421,0.079,0.5,0.0,Mobile,Basic,0.308,0.41
USR_03856,1557.1,40.6,14,0.767,38,0.277,0.218,0.196,0.309,Mobile,Standard,0.458,0.536
USR_01351,1033.5,42.7,9,0.775,24,0.099,0.636,0.129,0.136,SmartTV,Premium,0.775,0.254
USR_03297,350.6,13.6,7,0.466,25,0.203,0.111,0.566,0.12,Tablet,Free,0.466,0.33
USR_00113,2741.5,58.4,22,0.876,46,0.712,0.049,0.015,0.224,Web,Standard,0.412,0.771
USR_03134,517.7,22.5,7,0.561,23,0.038,0.171,0.737,0.054,Mobile,Basic,0.275,0.19
USR_00264,1703.1,51.9,21,0.876,32,0.823,0.095,0.068,0.014,SmartTV,Basic,0.324,0.767
USR_01394,878.1,44.5,9,0.776,19,0.13,0.765,0.032,0.073,Tablet,Premium,0.646,0.696
USR_01879,718.9,44.7,10,0.741,16,0.035,0.796,0.068,0.101,Mobile,Premium,0.596,0.406
USR_01187,2799.8,53.9,22,0.849,51,0.695,0.038,0.061,0.206,Mobile,Premium,0.472,0.764
USR_03072,281.5,20.3,7,0.304,13,0.322,0.161,0.518,-0.001,Mobile,Basic,0.19,0.153
USR_00057,1734.6,68.7,23,0.855,25,0.763,0.138,0.099,0.0,SmartTV,Premium,0.44,0.813
USR_01310,1276.7,51.2,4,0.735,24,0.092,0.71,0.198,0.0,SmartTV,Premium,0.559,0.616
USR_00696,2456.9,70.7,25,0.898,34,0.759,0.012,0.197,0.032,SmartTV,Premium,0.359,0.903
USR_02953,352.1,21.5,12,0.343,16,0.293,0.131,0.361,0.215,Mobile,Basic,0.173,0.232
USR_01727,1147.8,54.4,2,0.821,21,0.029,0.669,0.13,0.172,Tablet,Premium,0.721,0.497
USR_02092,1105.5,43.7,2,0.594,25,0.023,0.788,0.125,0.064,Mobile,Standard,0.652,0.419
USR_03870,1161.0,56.3,19,0.77,20,0.285,0.223,0.335,0.157,Tablet,Standard,0.539,0.58
USR_00320,1862.1,34.8,17,0.863,53,0.693,0.08,0.064,0.163,Console,Standard,0.593,0.945
USR_04321,2362.5,43.8,17,0.782,53,0.388,0.218,0.272,0.122,Tablet,Standard,0.39,0.638
USR_00683,2406.3,61.8,19,0.973,38,0.68,0.0,0.155,0.165,SmartTV,Standard,0.238,0.834
USR_03842,1762.4,43.9,18,0.799,40,0.288,0.208,0.273,0.231,Web,Premium,0.397,0.616
USR_03214,532.9,20.1,11,0.235,26,0.058,0.104,0.633,0.205,Mobile,Basic,0.356,0.125
USR_02003,797.1,51.2,10,0.575,15,0.085,0.539,0.232,0.144,SmartTV,Standard,0.544,0.358
USR_04783,3380.8,89.9,12,0.939,37,0.189,0.093,0.219,0.499,Console,Premium,0.48,0.986
USR_04151,1409.5,33.1,11,0.675,42,0.184,0.217,0.192,0.407,SmartTV,Standard,0.466,0.45
USR_00287,2485.7,60.4,19,0.882,41,0.556,0.034,0.123,0.287,Web,Basic,0.341,0.855
USR_01889,1202.8,58.5,6,0.505,20,0.1,0.806,0.095,-0.001,SmartTV,Standard,0.6,0.357
USR_02338,430.5,15.7,5,0.192,27,0.259,0.033,0.533,0.175,Tablet,Premium,0.459,0.23
USR_02521,317.4,22.2,5,0.29,14,0.253,0.067,0.679,0.001,SmartTV,Free,0.409,0.258
USR_02278,282.1,19.6,6,0.73,14,0.126,0.179,0.65,0.045,Mobile,Basic,0.409,0.202
USR_02128,786.9,76.3,8,0.635,10,0.065,0.669,0.112,0.154,Console,Standard,0.435,0.408
USR_03500,381.8,10.6,4,0.414,35,0.329,0.05,0.545,0.076,Mobile,Basic,0.317,0.266
